# Sigma_exp
# Source: Mainz
# Q_avg^2 [GeV^2/c^2] | sigma_exp | delta sigma_exp | theta | E_in [MeV]
Code,Abbrev,x,y,dy,theta,energy
# Type=1100
30,Mainz,0.133976,0.834339,0.002832,82.990000,315.000000
30,Mainz,0.133994,0.832426,0.002832,82.990000,315.000000
30,Mainz,0.144119,0.867110,0.002935,88.000000,315.000000
30,Mainz,0.144115,0.867382,0.002935,88.000000,315.000000
# Type=1107
30,Mainz,0.042987,0.851257,0.003065,40.500000,315.000000
30,Mainz,0.042983,0.856522,0.003065,40.500000,315.000000
30,Mainz,0.042989,0.855105,0.003240,40.500000,315.000000
30,Mainz,0.042984,0.856169,0.002452,40.500000,315.000000
30,Mainz,0.042983,0.857135,0.002452,40.500000,315.000000
30,Mainz,0.042983,0.856347,0.002452,40.500000,315.000000
30,Mainz,0.042988,0.856247,0.002452,40.500000,315.000000
30,Mainz,0.042987,0.855023,0.002189,40.500000,315.000000
30,Mainz,0.042986,0.856952,0.002189,40.500000,315.000000
30,Mainz,0.052994,0.838897,0.002055,45.510000,315.000000
30,Mainz,0.052988,0.837285,0.002055,45.510000,315.000000
30,Mainz,0.052988,0.838055,0.002055,45.510000,315.000000
30,Mainz,0.052995,0.837353,0.002055,45.510000,315.000000
30,Mainz,0.052980,0.833365,0.002055,45.510000,315.000000
30,Mainz,0.052988,0.835058,0.002055,45.510000,315.000000
30,Mainz,0.063415,0.817250,0.001932,50.500000,315.000000
30,Mainz,0.063413,0.817507,0.001932,50.500000,315.000000
30,Mainz,0.063412,0.819189,0.001932,50.500000,315.000000
30,Mainz,0.063413,0.819859,0.001848,50.500000,315.000000
30,Mainz,0.074213,0.802100,0.001737,55.500000,315.000000
30,Mainz,0.074219,0.803494,0.001737,55.500000,315.000000
30,Mainz,0.074214,0.803091,0.002068,55.500000,315.000000
30,Mainz,0.074221,0.804813,0.002068,55.500000,315.000000
30,Mainz,0.085226,0.793004,0.002130,60.500000,315.000000
30,Mainz,0.085213,0.797207,0.002212,60.500000,315.000000
30,Mainz,0.085216,0.794744,0.002130,60.500000,315.000000
30,Mainz,0.085221,0.793096,0.002212,60.500000,315.000000
30,Mainz,0.096314,0.792452,0.002530,65.510000,315.000000
30,Mainz,0.107282,0.795519,0.002786,70.500000,315.000000
30,Mainz,0.107279,0.795032,0.002786,70.500000,315.000000
30,Mainz,0.118153,0.804909,0.002902,75.500000,315.000000
30,Mainz,0.118154,0.805404,0.002902,75.500000,315.000000
30,Mainz,0.128804,0.824308,0.002793,80.510000,315.000000
30,Mainz,0.139118,0.847728,0.002880,85.510000,315.000000
30,Mainz,0.128788,0.820196,0.002709,80.500000,315.000000
30,Mainz,0.128784,0.824518,0.002793,80.500000,315.000000
30,Mainz,0.139068,0.850063,0.002879,85.490000,315.000000
30,Mainz,0.139073,0.848486,0.002879,85.490000,315.000000
# Type=1108
30,Mainz,0.011079,0.947701,0.004518,19.500000,315.000000
30,Mainz,0.011631,0.947362,0.002975,19.990000,315.000000
